page_url,page_title,date,pageviews,unique_pageviews
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-08,1,1
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-09,2,2
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-10,6,6
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-11,2,2
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-12,4,4
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-13,4,4
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-14,5,5
/courses/ux-design-fundamentals/,UX Design Fundamentals course - Digital Training Courses - CodeClan,2020-04-15,1,1
/courses/visualisation-r/,Learn Data Visualisation & Advanced Graphics - R Programming - CodeClan,2020-03-19,1,1
/courses/visualisation-r/,Learn Data Visualisation & Advanced Graphics - R Programming - CodeClan,2020-04-08,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-15,2,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-17,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-18,3,3
/data-analysis-announcement/,Page not found - CodeClan,2020-03-20,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-21,2,2
/data-analysis-announcement/,Page not found - CodeClan,2020-03-22,2,2
/data-analysis-announcement/,Page not found - CodeClan,2020-03-23,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-25,4,2
/data-analysis-announcement/,Page not found - CodeClan,2020-03-26,3,2
/data-analysis-announcement/,Page not found - CodeClan,2020-03-28,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-30,5,3
/data-analysis-announcement/,Page not found - CodeClan,2020-03-31,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-04-01,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-04-02,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-04-03,2,2
/data-analysis-announcement/,Page not found - CodeClan,2020-04-05,5,3
/data-analysis-announcement/,Page not found - CodeClan,2020-04-06,2,2
/data-analysis-announcement/,Page not found - CodeClan,2020-04-07,4,4
/data-analysis-announcement/,Page not found - CodeClan,2020-04-08,5,4
/data-analysis-announcement/,Page not found - CodeClan,2020-04-09,8,4
/data-analysis-announcement/,Page not found - CodeClan,2020-04-10,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-04-11,3,2
/data-analysis-announcement/,Page not found - CodeClan,2020-04-12,4,4
/data-analysis-announcement/,Page not found - CodeClan,2020-04-13,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-04-14,3,3
/data-analysis-announcement/,Page not found - CodeClan,2020-03-23,6,5
/data-analysis-announcement/,Page not found - CodeClan,2020-03-24,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-23,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-20,10,10
/data-analysis-announcement/,Page not found - CodeClan,2020-03-21,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-23,2,2
/data-analysis-announcement/,Page not found - CodeClan,2020-03-27,1,1
/data-analysis-announcement/,Page not found - CodeClan,2020-03-15,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-03-16,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-03-19,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-03-23,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-03-25,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-03-29,2,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-04-06,2,2
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,Data Analysis thank you for registering interest - CodeClan,2020-04-13,1,1
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-03-17,1,1
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-03-18,5,4
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-03-26,4,2
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-03,4,3
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-06,3,2
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-07,3,3
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-08,3,2
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-09,3,3
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-10,4,3
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-13,1,1
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-14,6,4
/data-analysis-announcement/dataset-exercise/,Dataset Exercise - Data Analysis Course - CodeClan,2020-04-15,1,1
/data-protection/,Privacy Notice - CodeClan,2020-04-04,1,1
/data-protection/,Privacy Notice - CodeClan,2020-04-11,1,1
/data-skills-survey/,Data Skills Survey - CodeClan,2020-04-01,1,1
/data/,Data at CodeClan - Change Career or Register for Short COurses - CodeClan,2020-03-24,2,1
/data/,Data at CodeClan - Change Career or Register for Short COurses - CodeClan,2020-03-24,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,3,2
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/data/data-analysis-info-pack-download/,Data Analysis Info Pack Download - CodeClan,2020-04-07,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-15,4,3
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-16,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-17,4,4
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-18,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-19,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-20,2,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-22,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-23,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-24,3,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-25,2,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-26,5,3
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-29,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-03-31,3,3
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-01,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-02,7,7
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-03,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-04,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-05,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-08,2,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-09,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-10,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-11,1,1
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-12,2,2
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-13,6,3
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-14,4,4
/digital-careers/,Digital Careers - Shift your Skills into a Career in Tech - CodeClan,2020-04-15,2,2
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-03-15,2,2
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-03-16,1,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-03-17,1,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-03-29,1,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-03-30,1,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-04-01,2,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-04-02,2,2
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-04-08,4,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-04-12,1,1
/digital-careers/data-scientist/,Data Scientist - Digital & Tech Careers - CodeClan,2020-04-13,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-03-15,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-03-17,2,2
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-03-25,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-03-29,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-03-31,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-04-02,2,2
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-04-03,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-04-04,1,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-04-07,3,1
/digital-careers/product-owner/,Product Owner - Digital & Tech Careers - CodeClan,2020-04-10,2,2
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-03-15,2,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-03-18,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-03-24,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-03-26,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-03-29,2,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-01,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-02,5,5
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-03,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-04,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-05,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-10,2,2
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-12,1,1
/digital-careers/software-developer/,Software Developer - Digital & Tech Careers - CodeClan,2020-04-14,2,2
/digital-careers/support-engineer/,Support Engineer - Digital & Tech Careers - CodeClan,2020-03-15,1,1
/digital-careers/support-engineer/,Support Engineer - Digital & Tech Careers - CodeClan,2020-03-17,1,1
/digital-careers/support-engineer/,Support Engineer - Digital & Tech Careers - CodeClan,2020-03-29,1,1
/digital-careers/support-engineer/,Support Engineer - Digital & Tech Careers - CodeClan,2020-04-02,1,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-03-15,2,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-03-17,1,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-03-26,1,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-03-29,1,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-04-05,1,1
/digital-careers/test-engineer/,Test Engineer - Digital & Tech Careers - CodeClan,2020-04-08,2,1
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-03-15,2,2
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-03-17,3,2
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-03-25,1,1
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-03-29,1,1
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-04-02,2,2
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-04-08,2,1
/digital-careers/ux-consultant/,UX Consultant - CodeClan,2020-04-09,1,1
/edinburgh/,Edinburgh - CodeClan,2020-03-15,8,7
/edinburgh/,Edinburgh - CodeClan,2020-03-16,5,5
/edinburgh/,Edinburgh - CodeClan,2020-03-17,4,4
/edinburgh/,Edinburgh - CodeClan,2020-03-18,5,4
/edinburgh/,Edinburgh - CodeClan,2020-03-19,9,5
/edinburgh/,Edinburgh - CodeClan,2020-03-20,4,4
/edinburgh/,Edinburgh - CodeClan,2020-03-21,3,3
/edinburgh/,Edinburgh - CodeClan,2020-03-22,2,2
/edinburgh/,Edinburgh - CodeClan,2020-03-23,5,4
/edinburgh/,Edinburgh - CodeClan,2020-03-24,12,9
/edinburgh/,Edinburgh - CodeClan,2020-03-25,1,1
/edinburgh/,Edinburgh - CodeClan,2020-03-26,8,4
/edinburgh/,Edinburgh - CodeClan,2020-03-27,5,4
/edinburgh/,Edinburgh - CodeClan,2020-03-28,2,2
/edinburgh/,Edinburgh - CodeClan,2020-03-29,4,3
/edinburgh/,Edinburgh - CodeClan,2020-03-30,7,7
/edinburgh/,Edinburgh - CodeClan,2020-03-31,7,7
/edinburgh/,Edinburgh - CodeClan,2020-04-01,1,1
/edinburgh/,Edinburgh - CodeClan,2020-04-02,8,8
/edinburgh/,Edinburgh - CodeClan,2020-04-03,3,3
/edinburgh/,Edinburgh - CodeClan,2020-04-04,5,5
/edinburgh/,Edinburgh - CodeClan,2020-04-05,1,1
/edinburgh/,Edinburgh - CodeClan,2020-04-06,2,2
/edinburgh/,Edinburgh - CodeClan,2020-04-07,1,1
/edinburgh/,Edinburgh - CodeClan,2020-04-08,7,6
/edinburgh/,Edinburgh - CodeClan,2020-04-09,7,7
/edinburgh/,Edinburgh - CodeClan,2020-04-10,6,6
/edinburgh/,Edinburgh - CodeClan,2020-04-12,4,3
/edinburgh/,Edinburgh - CodeClan,2020-04-13,4,3
/edinburgh/,Edinburgh - CodeClan,2020-04-14,6,6
/edinburgh/,Edinburgh - CodeClan,2020-04-15,6,5
/Edinburgh/,Edinburgh - CodeClan,2020-03-15,6,6
/Edinburgh/,Edinburgh - CodeClan,2020-03-16,5,5
/Edinburgh/,Edinburgh - CodeClan,2020-03-17,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-03-18,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-03-19,1,1
/Edinburgh/,Edinburgh - CodeClan,2020-03-20,5,5
/Edinburgh/,Edinburgh - CodeClan,2020-03-21,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-03-22,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-03-23,5,3
/Edinburgh/,Edinburgh - CodeClan,2020-03-24,6,6
/Edinburgh/,Edinburgh - CodeClan,2020-03-25,3,2
/Edinburgh/,Edinburgh - CodeClan,2020-03-26,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-03-27,1,1
/Edinburgh/,Edinburgh - CodeClan,2020-03-29,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-03-30,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-03-31,7,6
/Edinburgh/,Edinburgh - CodeClan,2020-04-01,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-04-02,4,4
/Edinburgh/,Edinburgh - CodeClan,2020-04-03,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-04-04,3,2
/Edinburgh/,Edinburgh - CodeClan,2020-04-05,2,2
/Edinburgh/,Edinburgh - CodeClan,2020-04-06,1,1
/Edinburgh/,Edinburgh - CodeClan,2020-04-07,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-04-08,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-04-09,7,5
/Edinburgh/,Edinburgh - CodeClan,2020-04-10,7,6
/Edinburgh/,Edinburgh - CodeClan,2020-04-11,1,1
/Edinburgh/,Edinburgh - CodeClan,2020-04-12,3,3
/Edinburgh/,Edinburgh - CodeClan,2020-04-13,4,3
/Edinburgh/,Edinburgh - CodeClan,2020-04-14,9,7
/Edinburgh/,Edinburgh - CodeClan,2020-04-15,1,1
/edinburgh/,Edinburgh - CodeClan,2020-03-19,1,1
/edinburgh/,Edinburgh - CodeClan,2020-03-19,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-15,6,4
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-16,9,7
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-17,4,3
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-18,12,10
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-19,9,8
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-20,6,6
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-22,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-23,5,5
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-24,12,11
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-25,2,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,3,3
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-27,5,5
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-28,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-29,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-30,11,10
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-31,6,3
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-01,2,2
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-02,6,5
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-03,12,11
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-04,4,3
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-06,6,5
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-07,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-08,3,2
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-09,3,3
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-10,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-11,3,2
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-12,2,2
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-13,4,4
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-14,6,6
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-15,7,6
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-04-01,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-27,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,1,1
/enquire/,Contact Us - Get in touch about training & hiring - CodeClan,2020-03-26,1,1
/enquire/thank-you-for-your-enquiry/,Thank you for your enquiry - CodeClan,2020-03-27,1,1
/enquire/thank-you-for-your-enquiry/,Thank you for your enquiry - CodeClan,2020-04-02,1,1
/enquire/thank-you-for-your-enquiry/,Thank you for your enquiry - CodeClan,2020-04-03,1,1
/enquire/thank-you-for-your-partner-enquiry/,Thank you for your Partner enquiry - CodeClan,2020-03-20,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-16,3,3
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-17,2,2
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-18,5,4
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-21,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-23,4,2
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-24,18,5
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-26,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-29,2,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-01,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-02,2,2
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-03,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-04,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-06,3,3
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-07,3,2
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-08,3,2
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-10,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-13,5,4
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-14,3,3
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-04-15,2,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-24,1,1
/events/,"Coding, tech industry & recruitment events - CodeClan Edinburgh & Glasgow",2020-03-24,4,1
/events/alumni-events/,Alumni Events - CodeClan,2020-03-24,3,1
/events/alumni-events/,Alumni Events - CodeClan,2020-04-14,1,1
/events/alumni-events/,Alumni Events - CodeClan,2020-03-24,1,1
/events/alumni-events/,Alumni Events - CodeClan,2020-03-24,2,1
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-15,5,5
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-16,4,4
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-17,3,3
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-18,4,4
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-19,1,1
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-23,2,2
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-24,4,1
/events/edinburgh/,Edinburgh Events - CodeClan,2020-03-24,1,1
/events/glasgow/,Glasgow Events - CodeClan,2020-03-15,1,1
/events/glasgow/,Glasgow Events - CodeClan,2020-03-16,2,2
/events/glasgow/,Glasgow Events - CodeClan,2020-03-17,3,3
/events/glasgow/,Glasgow Events - CodeClan,2020-03-18,3,3
/events/glasgow/,Glasgow Events - CodeClan,2020-03-19,1,1
/events/glasgow/,Glasgow Events - CodeClan,2020-03-24,3,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-15,7,7
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-16,17,15
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-17,10,8
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-18,16,14
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-19,1,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-20,2,2
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-21,1,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-23,5,4
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-24,2,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-23,1,1
/events/info-taster-session-events/,Page not found - CodeClan,2020-03-27,1,1
/events/info-taster-session-events/,Page not found - CodeClan,2020-04-12,1,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-17,1,1
/events/info-taster-session-events/,Open Evenings & Coding Experiences - CodeClan,2020-03-21,1,1
/events/info-taster-session-events/,Page not found - CodeClan,2020-04-12,1,1
/events/inverness-events/,Inverness Events - CodeClan,2020-03-16,1,1
/events/inverness-events/,Inverness Events - CodeClan,2020-03-17,2,2
/events/inverness-events/,Inverness Events - CodeClan,2020-03-18,2,2
/events/inverness-events/,Inverness Events - CodeClan,2020-03-24,2,1
/events/other-events/,Other Events - CodeClan,2020-03-15,1,1
/events/other-events/,Other Events - CodeClan,2020-03-18,1,1
/events/other-events/,Other Events - CodeClan,2020-03-23,1,1
/events/other-events/,Other Events - CodeClan,2020-03-24,2,1
/events/other-events/,Other Events - CodeClan,2020-04-07,1,1
/events/other-events/,Other Events - CodeClan,2020-04-08,2,1
/events/other-events/,Other Events - CodeClan,2020-04-14,1,1
/events/partner-events/,Partner Events - CodeClan,2020-03-17,3,3
/events/partner-events/,Partner Events - CodeClan,2020-03-18,5,3
/events/partner-events/,Partner Events - CodeClan,2020-03-23,11,5
/events/partner-events/,Partner Events - CodeClan,2020-03-24,4,2
/events/partner-events/,Partner Events - CodeClan,2020-04-01,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-02,3,3
/events/partner-events/,Partner Events - CodeClan,2020-04-03,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-05,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-07,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-08,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-09,1,1
/events/partner-events/,Partner Events - CodeClan,2020-04-13,5,4
/events/partner-events/,Partner Events - CodeClan,2020-04-14,2,1
/events/partner-events/,Partner Events - CodeClan,2020-04-15,2,2
/events/partner-events/,Partner Events - CodeClan,2020-03-23,1,1
/events/partner-events/,Partner Events - CodeClan,2020-03-24,1,1
/events/partner-events/,Partner Events - CodeClan,2020-03-23,13,1
/for-employers/,For Employers - Source digital talent & upskill your team - CodeClan,2020-03-15,1,1
/for-employers/,For Employers - Source digital talent & upskill your team - CodeClan,2020-03-16,4,4
